,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
752,ABG Sundal Collier,1034,ABG,NO0003021909,Aktie,Oslo Bors,Norge,Finans & Fastighet,Nischbanker
753,Arribatec,1035,ARR,NO0012861667,Aktie,Oslo Bors,Norge,Informationsteknik,Säkerhet & Bevakning
754,Akastor,1036,AKAST,NO0010215684,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
755,Aker,1037,AKER,NO0010234552,Aktie,Oslo Bors,Norge,Finans & Fastighet,Investmentbolag
756,AKVA Group,1038,AKVA,NO0003097503,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
757,AMSC,1039,AMSC,NO0010272065,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
758,ABL Group,1040,ABL,NO0010715394,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
759,Archer,1041,ARCH,BMG0451H1170,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Borrning
760,Austevoll Seafood,1042,AUSS,NO0010073489,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
761,Belships,1044,BELCO,NO0003094104,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
762,ArcticZymes,1046,AZT,NO0010014632,Aktie,Oslo Bors,Norge,Hälsovård,Biotech
763,Techstep,1047,TECH,NO0012916131,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
764,Wilh. Wilhelmsen B,1048,WWIB,NO0010576010,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
765,Borgestad,1049,BOR,NO0003111700,Aktie,Oslo Bors,Norge,Finans & Fastighet,Fastighetsbolag
766,Borregaard,1050,BRG,NO0010657505,Aktie,Oslo Bors,Norge,Material,Kemikalier
767,BW Offshore Limited,1051,BWO,BMG1738J1247,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
768,ContextVision,1052,CONTX,SE0014731154,Aktie,Oslo Bors,Norge,Hälsovård,Medicinsk Utrustning
769,Simris Alg,1054,SIMRIS B,SE0008091664,Aktie,First North,Sverige,Dagligvaror,Hälsoprodukter
770,DOF,1055,DOF,NO0010070063,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
771,Eidesvik Offshore,1056,EIOF,NO0010263023,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
772,Electromagnetic Geoservices,1057,EMGS,NO0010358484,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
773,Entra,1058,ENTRA,NO0010716418,Aktie,Oslo Bors,Norge,Finans & Fastighet,Fastighetsbolag
774,Gaming Innovation,1061,GIG,US36467X2062,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Betting & Casino
775,Golden Ocean,1063,GOGL,BMG396372051,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
776,Goodtech,1064,GOD,NO0004913609,Aktie,Oslo Bors,Norge,Industri,Affärskonsulter
777,Grieg Seafood,1065,GSF,NO0010365521,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
778,Havila Shipping,1066,HAVI,NO0010257728,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
779,Hexagon Composites,1067,HEX,NO0003067902,Aktie,Oslo Bors,Norge,Material,Förpackning
780,IDEX Biometrics,1070,IDEX,NO0003070609,Aktie,Oslo Bors,Norge,Informationsteknik,Biometri
781,InterOil Exploration,1071,IOX,NO0010284318,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
782,Univid,1072,UNIV,NO0003055808,Aktie,Oslo Bors,Norge,Finans & Fastighet,Kredit & Finansiering
783,Jinhui Shipping,1073,JIN,BMG5137R1088,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
784,Kongsberg Automotive,1074,KOA,NO0003033102,Aktie,Oslo Bors,Norge,Industri,Industrikomponenter
785,Infant Bacterial,1075,IBT B,SE0008015259,Aktie,Small Cap,Sverige,Hälsovård,Läkemedel
786,Sydsvenska Hem,1076,SYDSV,SE0007897251,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
787,Plejd,1078,PLEJD,SE0008014476,Aktie,Spotlight,Sverige,Industri,Elektroniska komponenter
788,Vadsbo SwitchTech,1079,VADS,SE0007980362,Aktie,Spotlight,Sverige,Industri,Elektroniska komponenter
789,Litium,1080,LITI,SE0007387246,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
790,Nepa,1081,NEPA,SE0008066302,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
791,Resurs Holding,1082,RESURS,SE0007665823,Aktie,Mid Cap,Sverige,Finans & Fastighet,Kredit & Finansiering
792,Leroy Seafood,1083,LSG,NO0003096208,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
793,Multiconsult,1084,MULTI,NO0010734338,Aktie,Oslo Bors,Norge,Industri,Affärskonsulter
794,Navamedic,1085,NAVA,NO0010205966,Aktie,Oslo Bors,Norge,Hälsovård,Läkemedel
795,NEL,1086,NEL,NO0010081235,Aktie,Oslo Bors,Norge,Kraftförsörjning,Förnybarenergi
796,Axactor,1088,ACR,NO0010840515,Aktie,Oslo Bors,Norge,Finans & Fastighet,Kredit & Finansiering
797,Nordic Nanovector,1089,NANOV,NO0010597883,Aktie,Oslo Bors,Norge,Hälsovård,Biotech
798,Bluenord,1092,BNOR,NO0010379266,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
799,NRC Group,1094,NRC,NO0003679102,Aktie,Oslo Bors,Norge,Industri,Byggnation & Infrastruktur
800,Odfjell B,1095,ODFB,NO0003399917,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
801,Odfjell Drilling,1096,ODL,BMG671801022,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Borrning
802,Olav Thon,1097,OLT,NO0005638858,Aktie,Oslo Bors,Norge,Finans & Fastighet,Fastighetsbolag
803,Panoro Energy,1098,PEN,NO0010564701,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
804,Petrolia,1099,PSE,CY0102630916,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
805,Photocure,1100,PHO,NO0010000045,Aktie,Oslo Bors,Norge,Hälsovård,Läkemedel
806,Prosafe,1102,PRS,NO0010861990,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
807,Q-Free,1103,QFR,NO0003103103,Aktie,Oslo Bors,Norge,Informationsteknik,Kommunikation
808,Questerre Energy,1104,QEC,CA74836K1003,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
809,SAS,1106,SASNO,SE0003366871,Aktie,Oslo Bors,Norge,Industri,Flygtransport
810,Scana,1107,SCANA,NO0003053308,Aktie,Oslo Bors,Norge,Finans & Fastighet,Investmentbolag
811,Scatec,1108,SCATC,NO0010715139,Aktie,Oslo Bors,Norge,Kraftförsörjning,Solkraft
812,Selvaag Bolig,1109,SBO,NO0010612450,Aktie,Oslo Bors,Norge,Finans & Fastighet,Fastighetsbolag
813,SeaBird Exploration,1111,SBX,CY0101162119,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
814,Magnora,1112,MGN,NO0010187032,Aktie,Oslo Bors,Norge,Kraftförsörjning,Förnybarenergi
815,Siem Offshore,1113,SIOFF,KYG812291253,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
816,Solstad Offshore,1114,SOFF,NO0003080608,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
817,SpareBank 1 SR-Bank,1116,SRBNK,NO0010631567,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
818,KMC Properties,1118,KMCP,NO0010360175,Aktie,Oslo Bors,Norge,Finans & Fastighet,Fastighetsbolag
819,Nekkar,1122,NKR,NO0003049405,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
820,Voss Veksel Landmandsbank,1126,VVL,NO0003025009,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
821,Carasent,1127,CARA,NO0010123060,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
822,Arendals Fossekompani,1128,AFK,NO0003572802,Aktie,Oslo Bors,Norge,Kraftförsörjning,Elförsörjning
823,Asetek,1129,ASTK,DK0060477263,Aktie,Oslo Bors,Norge,Informationsteknik,Datorer & Hårdvara
824,Endur,1131,ENDUR,NO0012555459,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
825,Bouvet,1132,BOUV,NO0010360266,Aktie,Oslo Bors,Norge,Informationsteknik,IT-Konsulter
826,Byggma,1133,BMA,NO0003087603,Aktie,Oslo Bors,Norge,Industri,Byggmaterial
827,Europris,1136,EPR,NO0010735343,Aktie,Oslo Bors,Norge,Dagligvaror,Livsmedelsbutiker
828,Paradox Interactive,1137,PDX,SE0008294953,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
829,GC Rieber Shipping,1138,RISH,NO0010262686,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
830,Gyldendal,1139,GYL,NO0004288200,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Media & Publicering
831,EQVA,1140,EQVA,NO0010708605,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
832,Itera,1141,ITERA,NO0010001118,Aktie,Oslo Bors,Norge,Informationsteknik,IT-Konsulter
833,Kid,1142,KID,NO0010743545,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Möbler & Inredning
834,Kitron,1143,KIT,NO0003079709,Aktie,Oslo Bors,Norge,Industri,Elektroniska komponenter
835,Oceanteam,1144,OTS,NO0010317316,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
836,Polaris Media,1146,POL,NO0010466022,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Media & Publicering
837,Reach Subsea,1148,REACH,NO0003117202,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
838,PetroNor E&P,1155,PNOR,NO0012942525,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
839,Aqua Bio Technology,1156,ABTEC,NO0010307135,Aktie,Oslo Expand,Norge,Dagligvaror,Hälsoprodukter
840,Awilco Drilling,1158,AWDR,NO0012785098,Aktie,Oslo Growth,Norge,Energi,Olja & Gas - Borrning
841,Awilco LNG,1159,ALNG,NO0010607971,Aktie,Oslo Expand,Norge,Energi,Olja & Gas - Transport
842,Hunter Group,1160,HUNT,NO0010283211,Aktie,Oslo Expand,Norge,Energi,Olja & Gas - Service
843,EAM Solar,1162,EAM,NO0010607781,Aktie,Oslo Expand,Norge,Kraftförsörjning,Solkraft
844,Hofseth BioCare,1163,HBC,NO0010598683,Aktie,Oslo Bors,Norge,Dagligvaror,Hälsoprodukter
845,FLEX LNG,1164,FLNG,BMG359472021,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
846,5th Planet Games,1165,5PG,DK0060945467,Aktie,Oslo Expand,Norge,Sällanköpsvaror,Gaming & Spel
847,Nordic Mining,1169,NOM,NO0010317340,Aktie,Oslo Expand,Norge,Material,Gruv - Prospekt & Drift
848,North Energy,1170,NORTH,NO0010550056,Aktie,Oslo Expand,Norge,Finans & Fastighet,Investmentbolag
849,PCI Biotech,1171,PCIB,NO0010405640,Aktie,Oslo Bors,Norge,Hälsovård,Biotech
850,Philly Shipyard,1172,PHLY,NO0010395577,Aktie,Oslo Expand,Norge,Industri,Sjöfart & Rederi
851,Pioneer Property Pref,1173,PPG,NO0010735681,Pref,Oslo Expand,Norge,Finans & Fastighet,Fastighetsbolag
852,RomReal,1175,ROM,BMG763301022,Aktie,Oslo Expand,Norge,Finans & Fastighet,Fastighetsbolag
853,S.D. Standard ETC,1176,SDSD,CY0101550917,Aktie,Oslo Bors,Norge,Finans & Fastighet,Investmentbolag
854,Saga Pure,1177,SAGA,NO0010572589,Aktie,Oslo Bors,Norge,Finans & Fastighet,Investmentbolag
855,Vow,1178,VOW,NO0010708068,Aktie,Oslo Bors,Norge,Industri,Energi & Återvinning
856,Vistin Pharma,1180,VISTN,NO0010734122,Aktie,Oslo Bors,Norge,Hälsovård,Läkemedel
857,Aasen Sparebank,1181,AASB,NO0010672181,Aktie,Oslo Growth,Norge,Finans & Fastighet,Banker
858,Black Sea Property,1183,BSP,NO0010755101,Aktie,Oslo Growth,Norge,Finans & Fastighet,Fastighetsbolag
859,Induct,1184,INDCT,NO0010536048,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
860,ALK-Abello,1187,ALK B,DK0061802139,Aktie,Large Cap,Danmark,Hälsovård,Läkemedel
861,Alm. Brand,1188,ALMB,DK0015250344,Aktie,Large Cap,Danmark,Finans & Fastighet,Försäkring
862,Ambu,1189,AMBU B,DK0060946788,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
863,Bavarian Nordic,1190,BAVA,DK0015998017,Aktie,Large Cap,Danmark,Hälsovård,Biotech
864,D/S Norden,1191,DNORD,DK0060083210,Aktie,Large Cap,Danmark,Industri,Sjöfart & Rederi
865,DFDS,1192,DFDS,DK0060655629,Aktie,Large Cap,Danmark,Industri,Sjöfart & Rederi
866,Jeudan,1194,JDAN,DK0061282464,Aktie,Large Cap,Danmark,Finans & Fastighet,Fastighetsbolag
867,NKT Holding,1196,NKT,DK0010287663,Aktie,Large Cap,Danmark,Industri,Elektroniska komponenter
868,NNIT,1197,NNIT,DK0060580512,Aktie,Mid Cap,Danmark,Informationsteknik,IT-Konsulter
869,Per Aarsleff,1200,PAAL B,DK0060700516,Aktie,Mid Cap,Danmark,Industri,Byggnation & Infrastruktur
870,Ringkjobing Landbobank,1201,RILBA,DK0060854669,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
871,SAS,1202,SAS DKK,SE0003366871,Aktie,Mid Cap,Danmark,Industri,Flygtransport
872,Schouw & Co.,1203,SCHO,DK0010253921,Aktie,Large Cap,Danmark,Industri,Industrikomponenter
873,SimCorp,1204,SIM,DK0060495240,Aktie,Large Cap,Danmark,Informationsteknik,Affärs- & IT-System
874,Solar,1205,SOLAR B,DK0010274844,Aktie,Mid Cap,Danmark,Industri,Affärskonsulter
875,Sparekassen Sjaelland-Fyn,1206,SPKSJF,DK0060670776,Aktie,Mid Cap,Danmark,Finans & Fastighet,Banker
876,Tivoli,1207,TIV,DK0060726743,Aktie,Mid Cap,Danmark,Sällanköpsvaror,Resor & Nöjen
877,Spar Nord Bank,1208,SPNO,DK0060036564,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
878,UIE,1209,UIE,MT0002400118,Aktie,Mid Cap,Danmark,Finans & Fastighet,Investmentbolag
879,Zealand Pharma,1211,ZEAL,DK0060257814,Aktie,Large Cap,Danmark,Hälsovård,Biotech
880,Össur,1212,OSSR,IS0000000040,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
881,Aalborg Boldspilklub,1213,AAB,DK0060868966,Aktie,Small Cap,Danmark,Sällanköpsvaror,Fritid & Sport
882,AGF B,1214,AGF B,DK0010263722,Aktie,Small Cap,Danmark,Sällanköpsvaror,Fritid & Sport
883,Atlantic Petroleum,1219,ATLA DKK,FO000A0DN9X4,Aktie,Small Cap,Danmark,Energi,Olja & Gas - Exploatering
884,BankNordik,1220,BNORDIK CSE,FO0000000088,Aktie,Mid Cap,Danmark,Finans & Fastighet,Banker
885,BioPorto,1221,BIOPOR,DK0011048619,Aktie,Small Cap,Danmark,Hälsovård,Biotech
886,Pharma Equity,1222,PEG,DK0061155009,Aktie,Small Cap,Danmark,Finans & Fastighet,Investmentbolag
887,Brd. Klee,1224,KLEE B,DK0010129089,Aktie,Small Cap,Danmark,Industri,Industrikomponenter
888,Brdr. A&O Johansen,1225,AOJ B,DK0061686714,Aktie,Mid Cap,Danmark,Industri,Installation & VVS
889,Brdr. Hartmann,1226,HART,DK0010256197,Aktie,Mid Cap,Danmark,Material,Förpackning
890,Brondbyernes IF,1227,BIF,DK0010247956,Aktie,Small Cap,Danmark,Sällanköpsvaror,Fritid & Sport
891,cBrain,1228,CBRAIN,DK0060030286,Aktie,Mid Cap,Danmark,Informationsteknik,Affärs- & IT-System
892,ChemoMetec,1229,CHEMM,DK0060055861,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
893,Columbus,1230,COLUM,DK0010268366,Aktie,Mid Cap,Danmark,Informationsteknik,Affärs- & IT-System
894,Copenhagen Capital,1231,CPHCAP ST,DK0060093607,Aktie,Small Cap,Danmark,Finans & Fastighet,Fastighet - REIT
895,Danske Andelskassers,1233,DAB,DK0060299063,Aktie,Mid Cap,Danmark,Finans & Fastighet,Nischbanker
896,Dantax,1234,DANT,DK0015205637,Aktie,Small Cap,Danmark,Sällanköpsvaror,Hemelektronik
897,Djurslands Bank,1236,DJUR,DK0060136273,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
898,Scandinavian Investment,1237,SIG,DK0060038933,Aktie,Small Cap,Danmark,Finans & Fastighet,Investmentbolag
899,Erria,1239,ERRIA,DK0060101483,Aktie,First North,Danmark,Industri,Sjöfart & Rederi
900,Fast Ejendom,1244,FED,DK0060522746,Aktie,Small Cap,Danmark,Finans & Fastighet,Fastighetsbolag
901,Fynske Bank,1245,FYNBK,DK0060520377,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
902,Gabriel Holding,1246,GABR,DK0060124691,Aktie,Mid Cap,Danmark,Sällanköpsvaror,Möbler & Inredning
903,German High Street,1247,GERHSP,DK0060093524,Aktie,Small Cap,Danmark,Finans & Fastighet,Fastighetsbolag
904,Glunz & Jensen,1248,GJ,DK0010249309,Aktie,Small Cap,Danmark,Industri,Industrimaskiner
905,Grönlandsbanken,1249,GRLA,DK0010230630,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
906,Gyldendal B,1250,GYLD B,DK0010247600,Aktie,Mid Cap,Danmark,Sällanköpsvaror,Media & Publicering
907,HH International,1251,HH,DK0015202451,Aktie,Mid Cap,Danmark,Industri,Byggmaterial
908,Harboes Bryggeri,1252,HARB B,DK0060014751,Aktie,Small Cap,Danmark,Dagligvaror,Bryggeri
909,Hvidbjerg Bank,1253,HVID,DK0060135978,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
910,MT Hojgaard B,1254,MTHH,DK0010255975,Aktie,Mid Cap,Danmark,Industri,Byggnation & Infrastruktur
911,InterMail,1255,IMAIL,DK0010212224,Aktie,Small Cap,Danmark,Material,Förpackning
912,Kreditbanken,1256,KRE,DK0010253764,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
913,Lollands Bank,1258,LOLB,DK0060000107,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
914,Luxor,1259,LUXOR B,DK0010213628,Aktie,Small Cap,Danmark,Finans & Fastighet,Investmentbolag
915,Lån og Spar Bank,1260,LASP,DK0010201532,Aktie,Mid Cap,Danmark,Finans & Fastighet,Nischbanker
916,Mons Bank,1264,MNBA,DK0060133841,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
917,NTG Nordic Transport,1265,NTG,DK0061141215,Aktie,Large Cap,Danmark,Industri,Tåg- & Lastbilstransport
918,NewCap Holding,1266,NEWCAP,DK0010212570,Aktie,Small Cap,Danmark,Finans & Fastighet,Kapitalförvaltning
919,Nordfyns Bank,1267,NRDF,DK0061295441,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
920,Nordic Shipholding,1268,NORDIC,DK0060083996,Aktie,Small Cap,Danmark,Energi,Olja & Gas - Transport
921,Park Street,1269,PARKST A,DK0010158500,Aktie,Small Cap,Danmark,Finans & Fastighet,Fastighetsbolag
922,North Media,1270,NORTHM,DK0010270347,Aktie,Mid Cap,Danmark,Sällanköpsvaror,Media & Publicering
923,NTR Holding,1271,NTR B,DK0010027671,Aktie,Small Cap,Danmark,Industri,Elektroniska komponenter
924,PARKEN Sport,1273,PARKEN,DK0010237643,Aktie,Small Cap,Danmark,Sällanköpsvaror,Fritid & Sport
925,Prime Office,1274,PRIMOF,DK0060137594,Aktie,Small Cap,Danmark,Finans & Fastighet,Fastighetsbolag
926,Rias,1275,RIAS B,DK0010125848,Aktie,Small Cap,Danmark,Material,Kemikalier
927,RTX,1276,RTX,DK0010267129,Aktie,Mid Cap,Danmark,Informationsteknik,Kommunikation
928,EAC Invest,1279,EAC,DK0061277894,Aktie,Small Cap,Danmark,Industri,Affärskonsulter
929,Scandinavian Brake,1280,SBS,DK0060042612,Aktie,Small Cap,Danmark,Industri,Industrikomponenter
930,Silkeborg IF,1282,SIF,DK0010128008,Aktie,Small Cap,Danmark,Sällanköpsvaror,Fritid & Sport
931,SKAKO,1283,SKAKO,DK0010231877,Aktie,Small Cap,Danmark,Industri,Industrimaskiner
932,Skjern Bank,1284,SKJE,DK0010295922,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
933,Ennogie Solar,1285,ESG,DK0010305077,Aktie,Small Cap,Danmark,Finans & Fastighet,Investmentbolag
934,SP Group,1286,SPG,DK0061027356,Aktie,Mid Cap,Danmark,Material,Kemikalier
935,Rovsing,1287,ROV,DK0061152170,Aktie,Small Cap,Danmark,Informationsteknik,Rymd- & Satellitteknik
936,Strategic Investments,1288,STRINV,DK0010271238,Aktie,Small Cap,Danmark,Finans & Fastighet,Investmentbolag
937,Agat Ejendomme,1289,AGAT,DK0010258995,Aktie,Small Cap,Danmark,Finans & Fastighet,Fastighetsbolag
938,Cemat,1290,CEMAT,DK0010271584,Aktie,Small Cap,Danmark,Finans & Fastighet,Fastighetsbolag
939,TORM,1291,TRMD A,GB00BZ3CNK81,Aktie,Large Cap,Danmark,Energi,Olja & Gas - Transport
940,Totalbanken,1292,TOTA,DK0060082758,Aktie,Small Cap,Danmark,Finans & Fastighet,Banker
941,Vestjysk Bank,1293,VJBA,DK0010304500,Aktie,Mid Cap,Danmark,Finans & Fastighet,Banker
942,EgnsINVEST,1297,EGNETY,DK0060118453,Aktie,First North,Danmark,Finans & Fastighet,Fastighetsbolag
943,Enalyzer,1298,ENALYZ,DK0060070589,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
944,FastPassCorp,1299,FASTPC,DK0060568145,Aktie,First North,Danmark,Informationsteknik,Säkerhet & Bevakning
945,Jobindex,1300,JOBNDX,DK0060088367,Aktie,First North,Danmark,Industri,Bemanning
946,WIRTEK,1302,WIRTEK,DK0060040913,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
947,Tokmanni Group,1303,TOKMAN,FI4000197934,Aktie,Mid Cap,Finland,Dagligvaror,Livsmedel
948,Lehto Group,1304,LEHTO,FI4000081138,Aktie,Small Cap,Finland,Industri,Bostadsbyggnation
949,Qt Group,1305,QTCOM,FI4000198031,Aktie,Large Cap,Finland,Informationsteknik,Affärs- & IT-System
950,Real Fastigheter,1306,REAL,SE0018012445,Aktie,NGM,Sverige,Finans & Fastighet,Fastighetsbolag
951,Talkpool,1309,TALK,CH0322161768,Aktie,First North,Sverige,Telekommunikation,Telekomtjänster
952,Lauritz,1310,LAUR,DK0060733368,Aktie,First North,Sverige,Informationsteknik,Internettjänster
953,Provide IT,1311,PROVIT,SE0008321418,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
954,Swedencare,1312,SECARE,SE0015988167,Aktie,First North,Sverige,Dagligvaror,Hälsoprodukter
955,B3 Consulting,1313,B3,SE0008347660,Aktie,Small Cap,Sverige,Informationsteknik,IT-Konsulter
956,Clean Motion,1315,CLEMO,SE0008216303,Aktie,First North,Sverige,Sällanköpsvaror,Bil & Motor
957,Front Ventures,1316,FRNT B,SE0005337920,Aktie,NGM,Sverige,Finans & Fastighet,Investmentbolag
958,SynAct Pharma,1317,SYNACT,SE0008241491,Aktie,Mid Cap,Sverige,Hälsovård,Biotech
959,Alelion Energy,1319,ALELIO,SE0008348072,Aktie,First North,Sverige,Industri,Industrikomponenter
960,BrandBee,1320,BRANDB,SE0017885155,Aktie,Spotlight,Sverige,Informationsteknik,Internettjänster
961,TF Bank,1321,TFBANK,SE0007331608,Aktie,Mid Cap,Sverige,Finans & Fastighet,Kredit & Finansiering
962,Nordic Waterproofing,1322,NWG,SE0014731089,Aktie,Mid Cap,Sverige,Industri,Byggmaterial
963,AcadeMedia,1323,ACAD,SE0007897079,Aktie,Mid Cap,Sverige,Industri,Utbildning
964,Orsted,1324,ORSTED,DK0060094928,Aktie,Large Cap,Danmark,Kraftförsörjning,Vindkraft
965,Bonava B,1325,BONAV B,SE0008091581,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
966,Acuvi,1326,ACUVI,SE0017833171,Aktie,First North,Sverige,Industri,Elektroniska komponenter
967,Cyxone,1327,CYXO,SE0007815428,Aktie,First North,Sverige,Hälsovård,Biotech
968,Oscar Properties Pref B,1328,OP PREFB,SE0016278329,Pref,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
969,Enorama Pharma,1330,ERMA,SE0008216329,Aktie,First North,Sverige,Hälsovård,Läkemedel
970,Mediacle,1331,MEGR,SE0007705074,Aktie,NGM,Sverige,Sällanköpsvaror,Hemelektronik
971,GomSpace,1333,GOMX,SE0008348304,Aktie,First North,Sverige,Informationsteknik,Rymd- & Satellitteknik
972,Redwood Pharma,1334,REDW,SE0008294789,Aktie,First North,Sverige,Hälsovård,Läkemedel
973,Shortcut Media,1335,SMG,SE0008347462,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
974,Absolicon,1336,ABSL B,SE0018396947,Aktie,Spotlight,Sverige,Kraftförsörjning,Solkraft
975,Cereno Scientific,1337,CRNO B,SE0008241558,Aktie,First North,Sverige,Hälsovård,Läkemedel
976,NYAB,1338,NYAB,FI4000153515,Aktie,First North,Finland,Finans & Fastighet,Kredit & Finansiering
977,Pareto Bank,1339,PARB,NO0010397581,Aktie,Oslo Bors,Norge,Finans & Fastighet,Nischbanker
978,Treasure,1340,TRE,NO0010763550,Aktie,Oslo Bors,Norge,Finans & Fastighet,Kapitalförvaltning
979,B2Holding,1343,B2H,NO0010633951,Aktie,Oslo Bors,Norge,Finans & Fastighet,Kredit & Finansiering
980,Aega,1344,AEGA,NO0010626559,Aktie,Oslo Expand,Norge,Kraftförsörjning,Solkraft
981,Scandinavian Tobacco,1345,STG,DK0060696300,Aktie,Large Cap,Danmark,Dagligvaror,Tobak
982,Quartiers Properties Pref,1349,QUART PREF,SE0009697212,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
983,Gold Town Games,1350,GTG,SE0008587117,Aktie,NGM,Sverige,Sällanköpsvaror,Gaming & Spel
984,Circio,1351,CRNA,NO0010689326,Aktie,Oslo Bors,Norge,Hälsovård,Biotech
985,Meltron,1352,MLTR,SE0017936834,Aktie,NGM,Sverige,Industri,Elektroniska komponenter
986,Maha Energy,1354,MAHA A,SE0008374383,Aktie,Small Cap,Sverige,Energi,Olja & Gas - Exploatering
